"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.Chr03.365",20.5091287640157,-21.467520959119,1.82522808953159,-11.7615552172596,6.1589247942772e-32,4.11108230018003e-28
"evm.TU.Chr10.1209",173.128628166611,-22.715065698573,1.94309273980665,-11.6901603475876,1.43116155513207e-31,4.77650169025328e-28
"evm.TU.Chr10.1634",192.767685240208,-23.9604910763846,2.23055891899518,-10.7419225165226,6.46831897957771e-27,1.43920097295604e-23
"evm.TU.Chr05.2746",17.7365948477754,18.6585902849528,1.91351894252287,9.75093053448034,1.82785037442154e-22,3.05022531231595e-19
"evm.TU.Chr02.1778",27.9683058586031,-20.659615905532,2.33632507716125,-8.84278309876057,9.33633622484113e-19,1.24640088601629e-15
"evm.TU.Chr04.925",43.0235594248675,19.8509427556773,2.2563614116464,8.79776734933285,1.39565006515673e-18,1.55266069748687e-15
"evm.TU.Chr02.1186",86.2786321539621,21.8404672254421,2.5201891072937,8.66620173947796,4.46775021040411e-18,4.26031895063535e-15
"evm.TU.Chr02.1838",63.6738697807806,18.8147086126344,2.19523155717107,8.57071708502606,1.02842619912622e-17,8.58093109895942e-15
"evm.TU.Chr05.3354",62.7729630160352,-20.4862346328818,2.39534391049166,-8.55252331122543,1.20426390386042e-17,8.80613837930257e-15
"evm.TU.Chr04.956",70.2998961851345,19.9182960751133,2.33180916825199,8.54199234924733,1.31927166731125e-17,8.80613837930257e-15
"evm.TU.Chr05.226",35.7229630972142,21.177333549894,2.5152324463168,8.41963277823693,3.77666213188669e-17,2.29174724821306e-14
"evm.TU.Chr02.1856",66.5669174839873,19.9385675597096,2.42725265216854,8.21445906831999,2.13122776197711e-16,1.18549544259977e-13
"evm.TU.Chr04.394",8.40268050006525,-19.4070026148712,2.43291959572866,-7.97683682146462,1.50131095795702e-15,7.70865434181779e-13
"evm.TU.Chr04.216",40.4243751778221,-18.8262246110988,2.37467027489829,-7.92793206286511,2.22825145085881e-15,1.0623984596059e-12
"evm.TU.Chr10.822",30.9094831997519,19.7733511732864,2.50531596220427,7.89255785361661,2.96055010772277e-15,1.31744479793663e-12
"evm.TU.Chr01.938",917.819957471214,-25.7087417759892,3.27878812425595,-7.84092805076364,4.47228652640275e-15,1.86578203523365e-12
"evm.TU.Chr10.1747",291.107020038799,23.5232062560399,3.06763793850297,7.66818207611534,1.74451135025938e-14,6.84977250763608e-12
"evm.TU.Chr03.770",114.41395993345,-21.9948179857522,2.90491225945475,-7.57159460295732,3.68670439738352e-14,1.36715288069639e-11
"evm.TU.Chr01.945",70.1009935093072,-23.2995976539167,3.20364852352799,-7.27283204846023,3.52027898612391e-13,1.23672959117774e-10
"evm.TU.Chr02.1855",640.756395294339,23.2135607775295,3.26257513532828,7.11510381053454,1.11828633116322e-12,3.73228063025723e-10
"evm.TU.Chr05.555",29.3440504762946,-20.0035866031568,2.82710954520109,-7.07563194256554,1.48769234484709e-12,4.72873638183539e-10
"evm.TU.Chr03.3688",15.4210109717819,-20.7955006168175,2.94710078952063,-7.05625701393135,1.71047332179925e-12,5.18973155591363e-10
"evm.TU.Chr01.996",184.105193511629,-22.8488822380639,3.29122078097102,-6.94237298517626,3.85567574124024e-12,1.1189841553382e-09
"evm.TU.Chr07.1254",28.2047372724095,20.0144155408096,2.89698959633164,6.90869431017396,4.89134678284659e-12,1.36040582397921e-09
"evm.TU.Chr03.261",34.5765601266487,16.9905779021788,2.46461625177417,6.8938025909502,5.43203931066475e-12,1.45035449594749e-09
"evm.TU.Chr03.266",316.648537317117,8.80604797418358,1.27884477306281,6.88593968530933,5.74073116143251e-12,1.47382232702162e-09
"evm.TU.Chr05.2391",52.3751543658752,-22.4341586507254,3.28256905233738,-6.83432954281677,8.23894346927563e-12,1.9641052734791e-09
"evm.TU.Chr10.1311",8.02326517111001,-17.9872577747134,2.63035721277977,-6.83833271288062,8.01201491703235e-12,1.9641052734791e-09
"evm.TU.Chr05.3139",10.7094938271494,-19.9230163740073,2.9729805660073,-6.70136111947877,2.06487047508592e-11,4.75276221420639e-09
"evm.TU.Chr10.1417",120.508623376372,17.1682462903764,2.57844850911228,6.65836305425667,2.7689411695466e-11,6.12956795113523e-09
"evm.TU.Chr07.1833",102.73813100617,21.5527532530032,3.23892559773529,6.65429093773357,2.84669073386056e-11,6.12956795113523e-09
"evm.TU.Chr06.810",44.2482656782506,17.0290917333842,2.56319200848615,6.64370506657508,3.05894382720512e-11,6.38076563956069e-09
"evm.TU.Chr02.1894",46.5499781499648,21.5864508681197,3.26583789505248,6.60977414121555,3.84906813473786e-11,7.78561509071976e-09
"evm.TU.Chr06.2046",29104.6307605082,-2.39296559908836,0.363528525934216,-6.58260749397529,4.6226835472071e-11,9.07541549341393e-09
"evm.TU.Chr10.15",84.558900978363,-21.6830228533423,3.31386668635795,-6.54311863015004,6.02489994146712e-11,1.11711686414703e-08
"evm.TU.Chr03.2922",6.6845785638548,18.6823891799098,2.85521737892572,6.54324582002196,6.01977584798092e-11,1.11711686414703e-08
"evm.TU.Chr04.3139",186.797492548471,-21.6782463177348,3.38711458527525,-6.40021049538044,1.55162889852142e-10,2.79922240476499e-08
"evm.TU.Chr02.2183",195.055007309129,22.2995768337323,3.51302507657531,6.34768507131498,2.18578953600039e-10,3.83951188231647e-08
"evm.TU.Chr09.177",840.311475385332,-3.63061203982534,0.586691327361651,-6.18828312351605,6.08230145366041e-10,1.04100928726111e-07
"evm.TU.Chr01.1969",45.2886157406654,16.5057633705587,2.74988165593346,6.00235407765421,1.94477019196511e-09,3.24533525784177e-07
"evm.TU.Chr02.1835",292.433673821018,-19.5163532981413,3.3372446630779,-5.8480439010251,4.97387298221006e-09,8.09770784298833e-07
"evm.TU.Chr10.222",52.311701958495,16.8122291576857,2.95612502261324,5.68725240951534,1.29099574726662e-08,2.05176109833446e-06
"evm.TU.ctg2.106_evm.TU.ctg2.107",105.608241348871,-18.5409012724492,3.27140173208783,-5.66757090411402,1.44836126779149e-08,2.24832824709493e-06
"evm.TU.Chr10.160",482.198127853505,-22.9101467723002,4.0525684270048,-5.65324119381566,1.57450117373294e-08,2.38858984878804e-06
"evm.TU.Chr10.1752",53.3889055397149,21.116986419478,3.75617139057979,5.62194432140076,1.88820127378102e-08,2.80083188944184e-06
"evm.TU.Chr07.2429",132.923254328569,-23.4335707272151,4.21618048183353,-5.55800939456566,2.72868701981448e-08,3.95956214288297e-06
"evm.TU.Chr02.1681",16.5884299283453,-19.945985900325,3.63907533198535,-5.48105880771729,4.22787908311145e-08,6.00448784675935e-06
"evm.TU.Chr02.1337",12.2991558997836,-14.8477830891071,2.75451567822937,-5.39034255875119,7.03235027630929e-08,9.77936210299261e-06
"evm.TU.Chr03.797",46.5678271546211,15.406185688659,2.87220860953857,5.36388117405374,8.14524981333927e-08,1.09467233958793e-05
"evm.TU.Chr03.1919",89.0991263401778,15.2360184185938,2.84112221513121,5.36267617684658,8.19979280590207e-08,1.09467233958793e-05
"evm.TU.Chr05.3355",216.956640730257,-22.7018460049393,4.23944626368458,-5.35490830474845,8.55998155598505e-08,1.1203505271804e-05
"evm.TU.Chr10.1749",149.586828665394,22.731523060602,4.25830549957144,5.33816163797777,9.38937351590653e-08,1.20527054266685e-05
"evm.TU.Chr03.3261",34.0637292347489,-17.0282265550615,3.19828042223046,-5.32418184368777,1.01408422709313e-07,1.27717211619747e-05
"evm.TU.ctg281.9",303.895578558267,-4.19043310036675,0.797860153875092,-5.25208970521265,1.50383184543633e-07,1.85890325338658e-05
"evm.TU.Chr03.257",8910.00051776119,0.372387470027011,0.0711382645694284,5.23469995059514,1.65253092240086e-07,2.00557161945923e-05
"evm.TU.Chr01.921",26.6729732404505,-18.0941605628195,3.53059680566479,-5.12495806198763,2.97603981228568e-07,3.54733316910838e-05
"evm.TU.Chr04.453",525.194023252321,-2.21079915392485,0.43351402988382,-5.09971765969681,3.40160502386756e-07,3.98345851479227e-05
"evm.TU.Chr02.1319",157.024994570004,22.430268455498,4.40444656905581,5.0926417437064,3.53108542405177e-07,4.0637922768182e-05
"evm.TU.Chr02.1098",49.5665810545607,-21.5406748896322,4.23892500469023,-5.08163623225183,3.741974966054e-07,4.23350557600178e-05
"evm.TU.Chr03.1696",12.5567633568755,-18.9367079538295,3.74165514169477,-5.06105112221866,4.16951389159884e-07,4.63858420440371e-05
"evm.TU.Chr09.2475",6797.05314056515,1.00520441495173,0.199384496377698,5.04153749771775,4.61806338701729e-07,5.05337264071154e-05
"evm.TU.Chr03.136",394.222008758598,-3.72507537935362,0.740944614514349,-5.02746805413414,4.96998248597544e-07,5.35074727320743e-05
"evm.TU.Chr07.1627",471.473477865787,-24.0827118967822,4.79989267041541,-5.01734383462743,5.23907562023763e-07,5.55092535953749e-05
"evm.TU.Chr01.2911",744.244378182246,-25.5835071596268,5.13413250613928,-4.98302432378491,6.25980780610661e-07,6.52878392277525e-05
"evm.TU.ctg2.337",349.990479570658,-25.513289246519,5.13421420744241,-4.96926856100699,6.72059336683336e-07,6.90153241901734e-05
"evm.TU.Chr03.263",309.360155884877,7.45239508994141,1.50261088964087,4.9596306943593,7.06273183840986e-07,7.14299015475543e-05
